Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division
4,Melbourne,8,Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,17/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,19/05/2022 14:47,Red
2,Wodonga,9,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Communication"",""Environment & Facilities"",""Fees""",,2022-05,2022,2022-Q2,Closed,17/05/2022 15:14,Red
9,Narangba,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,06/05/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Pending,16/05/2022 20:47,Blue
18,Wangaratta,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Enrolment Process""",,2022-05,2022,2022-Q2,Pending,16/05/2022 20:47,Green
16,Broken Hill,6,Detractor,4. Agree,2. Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,2. Disagree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities""","""Environment & Facilities""",2022-05,2022,2022-Q2,Closed,25/05/2022 14:10,Green
24,Taree,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,27/05/2022 4:34,Purple
16,Campbelltown,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Threat of Leaving""",,2022-05,2022,2022-Q2,Closed,17/05/2022 9:35,Green
11,Banora Point,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""","""Food & Nutrition""",2022-05,2022,2022-Q2,None,,Purple
18,Wangaratta,8,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,2. Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",,2022-05,2022,2022-Q2,None,,Purple
10,Nerang,8,Neutral,,,,,,,,,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,09/05/2022 0:00,"""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",,2022-05,2022,2022-Q2,None,,Blue
14,Mildura,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Campus Directors & Educators"",""Threat of Leaving""",,2022-05,2022,2022-Q2,Closed,19/05/2022 19:02,Green
24,Lara,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,16/05/2022 0:00,16/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,17/05/2022 10:34,Purple
12,Cessnock,5,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,16/05/2022 0:00,16/05/2022 0:00,04/05/2022 0:00,29/04/2022 0:00,"""Curriculum & Programs""","""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",2022-05,2022,2022-Q2,Pending,17/05/2022 6:24,Blue
24,Warragul,8,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,16/05/2022 0:00,16/05/2022 0:00,04/05/2022 0:00,28/04/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",,2022-05,2022,2022-Q2,None,,Purple
25,Karratha,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,16/05/2022 0:00,16/05/2022 0:00,11/05/2022 0:00,05/05/2022 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,17/05/2022 10:26,Orange
16,Maryborough,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,15/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,28/04/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Food & Nutrition""",,2022-05,2022,2022-Q2,Closed,16/05/2022 9:39,Green
2,Ulladulla,8,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,15/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,09/05/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,None,,Red
9,Armidale,8,Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,15/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,None,,Blue
10,Murray Bridge,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,16/05/2022 11:33,Blue
3,Ulverstone,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,06/05/2022 0:00,"""Campus Directors & Educators""",,2022-05,2022,2022-Q2,Closed,19/05/2022 14:51,Red
22,Barwon Heads,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,06/05/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Pending,14/05/2022 20:49,Green
14,Horsham,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,06/05/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,31/05/2022 14:30,Green
14,Mildura,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,05/05/2022 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""App & Child Updates"",""Communication"",""Head Office Interactions""",2022-05,2022,2022-Q2,None,,Green
3,Ulverstone,5,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,09/05/2022 0:00,"""Communication"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,16/05/2022 7:37,Red
18,Australind,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,05/05/2022 0:00,"""Environment & Facilities""",,2022-05,2022,2022-Q2,Pending,14/05/2022 20:48,Green
3,Rochedale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,09/05/2022 0:00,"""Campus Directors & Educators"",""Staff Retention & Turnover""",,2022-05,2022,2022-Q2,Pending,14/05/2022 20:48,Red
17,Penrith,9,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,09/05/2022 0:00,"""Campus Directors & Educators""","""Curriculum & Programs"",""Environment & Facilities""",2022-05,2022,2022-Q2,None,,Blue
17,Bongaree,8,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,14/05/2022 0:00,09/05/2022 0:00,29/04/2022 0:00,27/04/2022 0:00,"""Campus Directors & Educators""",,2022-05,2022,2022-Q2,None,,Green
9,Echuca,5,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,2. Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,14/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,29/04/2022 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,In Progress,15/05/2022 21:20,Blue
24,Morwell,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,14/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,03/05/2022 0:00,"""Communication"",""Curriculum & Programs""",,2022-05,2022,2022-Q2,Pending,14/05/2022 20:48,Purple
17,Emerald,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,14/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,03/05/2022 0:00,"""Communication"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,19/05/2022 11:51,Green
6,Toowoomba,5,Detractor,4. Agree,4. Agree,4. Agree,2. Disagree,4. Agree,4. Agree,4. Agree,4. Agree,14/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,29/04/2022 0:00,"""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,16/05/2022 9:42,Red
20,Port Lincoln,3,Detractor,4. Agree,3. Neither Agree nor Disagree,5. Strongly Agree,2. Disagree,3. Neither Agree nor Disagree,4. Agree,4. Agree,2. Disagree,14/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,05/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,20/05/2022 16:38,Purple
6,Southport,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,09/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",,2022-05,2022,2022-Q2,Closed,16/05/2022 10:21,Red
9,Armidale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,15/05/2022 18:22,Blue
20,Forster,9,Promoter,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-05,2022,2022-Q2,None,,Purple
20,Mount Barker,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,11/05/2022 0:00,05/05/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Pending,11/05/2022 20:50,Purple
1,Goonellabah,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators""",,2022-05,2022,2022-Q2,Closed,19/05/2022 17:23,Yellow
15,Raymond Terrace,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,09/05/2022 0:00,"""Campus Directors & Educators""",,2022-05,2022,2022-Q2,Closed,14/05/2022 8:40,Green
14,Mildura,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,09/05/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,19/05/2022 19:03,Green
2,Torquay,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Communication""",,2022-05,2022,2022-Q2,Closed,23/05/2022 8:32,Red
20,Sale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,16/05/2022 6:53,Purple
3,Rutherford,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,12/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,16/05/2022 6:23,Purple
10,Jimboomba,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators""",,2022-05,2022,2022-Q2,Closed,25/05/2022 15:18,Green
11,Dalby,0,Detractor,1. Strongly Disagree,1. Strongly Disagree,4. Agree,3. Neither Agree nor Disagree,4. Agree,4. Agree,1. Strongly Disagree,3. Neither Agree nor Disagree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,12/05/2022 0:00,"""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,19/05/2022 14:13,Blue
14,Canberra,9,Promoter,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,None,,Green
2,Warwick,10,Promoter,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",,2022-05,2022,2022-Q2,Pending,13/05/2022 20:49,Blue
1,Bendigo,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,16/05/2022 18:35,Yellow
7,Muswellbrook,4,Detractor,1. Strongly Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,1. Strongly Disagree,1. Strongly Disagree,5. Strongly Agree,3. Neither Agree nor Disagree,1. Strongly Disagree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,10/05/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Curriculum & Programs"",""Environment & Facilities"",""Threat of Leaving""",2022-05,2022,2022-Q2,Closed,19/05/2022 16:18,Purple
12,Drouin,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,12/05/2022 0:00,"""Curriculum & Programs""",,2022-05,2022,2022-Q2,Pending,13/05/2022 20:48,Green
11,Inverell,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Cleanliness & Hygiene""",,2022-05,2022,2022-Q2,Closed,23/05/2022 8:33,Blue
2,Townsville,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities"",""Fees"",""Head Office Interactions""",,2022-05,2022,2022-Q2,Pending,13/05/2022 20:48,Green
10,Parkes,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,13/05/2022 0:00,09/05/2022 0:00,13/05/2022 0:00,11/05/2022 0:00,"""Cleanliness & Hygiene"",""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,16/05/2022 8:43,Blue
19,Leopold,8,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,2. Disagree,10/05/2022 0:00,09/05/2022 0:00,29/04/2022 0:00,28/04/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities"",""Fees""",,2022-05,2022,2022-Q2,Closed,12/05/2022 9:50,Grey
17,Bongaree,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,10/05/2022 0:00,09/05/2022 0:00,29/04/2022 0:00,26/04/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2022-05,2022,2022-Q2,Closed,26/05/2022 10:04,Green
11,Nelson Bay,9,Promoter,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,09/05/2022 0:00,09/05/2022 0:00,27/04/2022 0:00,25/04/2022 0:00,"""Environment & Facilities"",""Food & Nutrition""","""Fees"",""Threat of Leaving""",2022-05,2022,2022-Q2,Closed,10/05/2022 11:17,Blue
10,Wallan,6,Detractor,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,1. Strongly Disagree,09/05/2022 0:00,09/05/2022 0:00,27/04/2022 0:00,22/04/2022 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Fees"",""Food & Nutrition"",""Head Office Interactions""","""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",2022-05,2022,2022-Q2,Closed,10/05/2022 10:54,Blue
4,Nambour,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/05/2022 0:00,09/05/2022 0:00,29/04/2022 0:00,26/04/2022 0:00,"""Communication""",,2022-05,2022,2022-Q2,Closed,10/05/2022 19:21,Purple
9,Darwin,2,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,4. Agree,3. Neither Agree nor Disagree,2. Disagree,4. Agree,3. Neither Agree nor Disagree,09/05/2022 0:00,09/05/2022 0:00,29/04/2022 0:00,27/04/2022 0:00,"""Communication"",""Head Office Interactions""","""Communication"",""Head Office Interactions""",2022-05,2022,2022-Q2,Closed,16/05/2022 10:25,Blue
19,Somerville,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,28/04/2022 0:00,"""Environment & Facilities""",,2022-05,2022,2022-Q2,Closed,10/05/2022 18:19,Grey
3,Gracemere,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,09/05/2022 0:00,09/05/2022 0:00,04/05/2022 0:00,03/05/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Environment & Facilities""",2022-05,2022,2022-Q2,Closed,10/05/2022 8:58,Red
