,Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division,Response_Week
90,14,Mildura,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-14,2022-05-09,2022-05-11,2022-05-05,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""App & Child Updates"",""Communication"",""Head Office Interactions""",2022-05,2022,2022-Q2,None,,Green,2022-19
91,3,Ulverstone,5,Detractor,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2022-05-14,2022-05-09,2022-05-11,2022-05-09,"""Communication"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 07:37:00,Red,2022-19
92,18,Australind,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-14,2022-05-09,2022-05-11,2022-05-05,"""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-14 20:48:00,Green,2022-19
93,3,Rochedale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-14,2022-05-09,2022-05-11,2022-05-09,"""Campus Directors & Educators"",""Staff Retention & Turnover""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-14 20:48:00,Red,2022-19
94,17,Penrith,9,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,2022-05-14,2022-05-09,2022-05-11,2022-05-09,"""Campus Directors & Educators""","""Curriculum & Programs"",""Environment & Facilities""",2022-05,2022,2022-Q2,None,,Blue,2022-19
95,17,Bongaree,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-05-14,2022-05-09,2022-04-29,2022-04-27,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-19
96,9,Echuca,5,Detractor,3.0,3.0,5.0,2.0,3.0,5.0,3.0,4.0,2022-05-14,2022-05-09,2022-05-04,2022-04-29,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,In Progress,2022-05-15 21:20:00,Blue,2022-19
97,24,Morwell,10,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,2022-05-14,2022-05-09,2022-05-04,2022-05-03,"""Communication"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-14 20:48:00,Purple,2022-19
98,17,Emerald,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-05-14,2022-05-09,2022-05-04,2022-05-03,"""Communication"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-19 11:51:00,Green,2022-19
99,6,Toowoomba,5,Detractor,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2022-05-14,2022-05-09,2022-05-04,2022-04-29,"""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 09:42:00,Red,2022-19
100,20,Port Lincoln,3,Detractor,4.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,2022-05-14,2022-05-09,2022-05-11,2022-05-05,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-20 16:38:00,Purple,2022-19
101,6,Southport,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-05-13,2022-05-09,2022-05-11,2022-05-09,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 10:21:00,Red,2022-19
102,9,Armidale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-10,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-15 18:22:00,Blue,2022-19
103,20,Forster,9,Promoter,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,None,,Purple,2022-19
104,20,Mount Barker,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-13,2022-05-09,2022-05-11,2022-05-05,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-11 20:50:00,Purple,2022-19
105,1,Goonellabah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-19 17:23:00,Yellow,2022-19
106,15,Raymond Terrace,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-13,2022-05-09,2022-05-13,2022-05-09,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-14 08:40:00,Green,2022-19
107,14,Mildura,10,Promoter,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-09,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-19 19:03:00,Green,2022-19
108,2,Torquay,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""App & Child Updates"",""Campus Directors & Educators"",""Communication""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-23 08:32:00,Red,2022-19
109,20,Sale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 06:53:00,Purple,2022-19
110,3,Rutherford,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-12,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 06:23:00,Purple,2022-19
111,10,Jimboomba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-25 15:18:00,Green,2022-19
112,11,Dalby,0,Detractor,1.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,2022-05-13,2022-05-09,2022-05-13,2022-05-12,"""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-19 14:13:00,Blue,2022-19
113,14,Canberra,9,Promoter,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,2022-05-13,2022-05-09,2022-05-13,2022-05-10,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-19
114,2,Warwick,10,Promoter,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-13 20:49:00,Blue,2022-19
115,1,Bendigo,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 18:35:00,Yellow,2022-19
116,7,Muswellbrook,4,Detractor,1.0,3.0,5.0,1.0,1.0,5.0,3.0,1.0,2022-05-13,2022-05-09,2022-05-13,2022-05-10,"""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Curriculum & Programs"",""Environment & Facilities"",""Threat Of Leaving""",2022-05,2022,2022-Q2,Closed,2022-05-19 16:18:00,Purple,2022-19
117,12,Drouin,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-12,"""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-13 20:48:00,Green,2022-19
118,11,Inverell,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Cleanliness & Hygiene""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-23 08:33:00,Blue,2022-19
119,2,Townsville,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities"",""Fees"",""Head Office Interactions""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-13 20:48:00,Green,2022-19
120,10,Parkes,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-05-13,2022-05-09,2022-05-13,2022-05-11,"""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-16 08:43:00,Blue,2022-19
121,19,Leopold,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2022-05-10,2022-05-09,2022-04-29,2022-04-28,"""Curriculum & Programs"",""Environment & Facilities"",""Fees""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-12 09:50:00,Grey,2022-19
122,17,Bongaree,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-05-10,2022-05-09,2022-04-29,2022-04-26,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-26 10:04:00,Green,2022-19
123,11,Nelson Bay,9,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2022-05-09,2022-05-09,2022-04-27,2022-04-25,"""Environment & Facilities"",""Food & Nutrition""","""Fees"",""Threat Of Leaving""",2022-05,2022,2022-Q2,Closed,2022-05-10 11:17:00,Blue,2022-19
124,10,Wallan,6,Detractor,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2022-05-09,2022-05-09,2022-04-27,2022-04-22,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Fees"",""Food & Nutrition"",""Head Office Interactions""","""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",2022-05,2022,2022-Q2,Closed,2022-05-10 10:54:00,Blue,2022-19
125,4,Nambour,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-09,2022-05-09,2022-04-29,2022-04-26,"""Communication""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-10 19:21:00,Purple,2022-19
126,9,Darwin,2,Detractor,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2022-05-09,2022-05-09,2022-04-29,2022-04-27,"""Communication"",""Head Office Interactions""","""Communication"",""Head Office Interactions""",2022-05,2022,2022-Q2,Closed,2022-05-16 10:25:00,Blue,2022-19
127,19,Somerville,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-09,2022-05-09,2022-05-04,2022-04-28,"""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-10 18:19:00,Grey,2022-19
128,3,Gracemere,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-05-09,2022-05-09,2022-05-04,2022-05-03,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Environment & Facilities""",2022-05,2022,2022-Q2,Closed,2022-05-10 08:58:00,Red,2022-19
129,2,Ulladulla,8,Neutral,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2022-05-09,2022-05-09,2022-04-15,2022-04-08,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-05,2022,2022-Q2,Closed,2022-04-19 08:23:00,Red,2022-19
130,3,Kingston,8,Neutral,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2022-05-09,2022-05-09,2022-04-22,2022-04-20,"""App & Child Updates"",""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-10 11:21:00,Red,2022-19
131,7,Casino,9,Promoter,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2022-05-09,2022-05-09,2022-05-04,2022-05-03,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-10 09:53:00,Blue,2022-19
132,4,Mareeba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-05-07,2022-05-02,2022-04-27,2022-04-21,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-10 19:24:00,Red,2022-18
133,22,Grafton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-07,2022-05-02,2022-04-27,2022-04-21,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-07 20:57:00,Green,2022-18
134,13,Gympie,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-07,2022-05-02,2022-04-27,2022-04-25,"""Campus Directors & Educators"",""Curriculum & Programs"",""Enrolment Process""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-12 16:18:00,Green,2022-18
135,21,Bowen,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-07,2022-05-02,2022-04-27,2022-04-25,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-07 20:57:00,Orange,2022-18
136,22,Young,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-07,2022-05-02,2022-05-04,2022-04-28,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-18
137,14,Bowral,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-05-07,2022-05-02,2022-05-04,2022-04-29,"""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-09 09:28:00,Green,2022-18
138,3,Nowra,8,Neutral,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-05-07,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,None,,Red,2022-18
139,20,Swan Hill,8,Neutral,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2022-05-07,2022-05-02,2022-05-04,2022-05-03,"""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Fees""",Nan,2022-05,2022,2022-Q2,None,,Purple,2022-18
140,2,Mount Evelyn,6,Detractor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-07,2022-05-02,2022-05-04,2022-04-28,"""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-09 11:47:00,Red,2022-18
141,13,Alice Springs,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-07,2022-05-02,2022-05-04,2022-05-03,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-08 09:37:00,Orange,2022-18
142,18,Benalla,8,Neutral,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2022-05-07,2022-05-02,2022-04-27,2022-04-22,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-18
143,8,Mudgee,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-05-07,2022-05-02,2022-04-27,2022-04-25,"""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-09 10:34:00,Blue,2022-18
144,14,Cowra,3,Detractor,2.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,2022-05-05,2022-05-02,2022-05-04,2022-04-29,"""App & Child Updates"",""Enrolment Process"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-05 20:50:00,Green,2022-18
145,7,Sydney,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-05-05,2022-05-02,2022-05-04,2022-04-28,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-10 14:22:00,Blue,2022-18
146,15,Gold Coast,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-05-05,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-18
147,23,Kingaroy,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-05-05,2022-05-02,2022-04-15,2022-04-08,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-06 13:34:00,Green,2022-18
148,12,Cairns,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-04 20:51:00,Blue,2022-18
149,9,Armidale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Threat Of Leaving""","""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Enrolment Process"",""Head Office Interactions""",2022-05,2022,2022-Q2,Closed,2022-05-05 10:54:00,Blue,2022-18
150,22,Kangaroo Flat,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 11:18:00,Green,2022-18
151,2,Hamilton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2022-05-04,2022-05-02,2022-05-04,2022-05-03,"""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-04 20:54:00,Green,2022-18
152,14,Mildura,2,Detractor,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Environment & Facilities"",""Head Office Interactions""","""Campus Directors & Educators""",2022-05,2022,2022-Q2,Closed,2022-05-05 11:41:00,Green,2022-18
153,5,Ballina,10,Promoter,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-04-28,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 09:00:00,Red,2022-18
154,16,Andergrove,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-04-28,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-13 10:59:00,Green,2022-18
155,3,Ulverstone,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 10:38:00,Red,2022-18
156,2,Warwick,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 09:20:00,Red,2022-18
157,17,Moree,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-04,2022-05-02,2022-05-04,2022-05-03,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 10:46:00,Green,2022-18
158,11,Portland,10,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Communication"",""Head Office Interactions""","""Communication"",""Fees""",2022-05,2022,2022-Q2,Closed,2022-05-05 10:39:00,Blue,2022-18
159,10,Highfields,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Curriculum & Programs"",""Environment & Facilities""","""Campus Directors & Educators"",""Enrolment Process""",2022-05,2022,2022-Q2,None,,Blue,2022-18
160,17,Moree,7,Neutral,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 10:45:00,Green,2022-18
161,2,Gladstone,10,Promoter,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-05-04,2022-05-02,2022-05-04,2022-04-28,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-09 09:20:00,Red,2022-18
162,20,Swan Hill,9,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,2022-05-04,2022-05-02,2022-05-04,2022-04-29,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 12:25:00,Purple,2022-18
163,9,Gunnedah,9,Promoter,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2022-05-03,2022-05-02,2022-04-29,2022-04-26,"""Campus Directors & Educators"",""Head Office Interactions""",Nan,2022-05,2022,2022-Q2,None,,Blue,2022-18
164,7,Springwood,0,Detractor,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,2022-05-03,2022-05-02,2022-04-22,2022-04-19,"""Cleanliness & Hygiene"",""Environment & Facilities"",""Fees""","""Cleanliness & Hygiene"",""Environment & Facilities"",""Fees""",2022-05,2022,2022-Q2,Closed,2022-05-12 10:07:00,Blue,2022-18
165,23,Colac,8,Neutral,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2022-05-03,2022-05-02,2022-04-15,2022-04-11,"""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-18
166,20,Orange,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-02,2022-05-02,2022-04-22,2022-04-19,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-03 10:45:00,Purple,2022-18
167,5,Ayr,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-05-02,2022-05-02,2022-04-29,2022-04-26,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-03 08:46:00,Red,2022-18
168,21,Leeton,10,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,2022-05-02,2022-05-02,2022-04-29,2022-04-28,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-03 08:38:00,Purple,2022-18
169,22,Kangaroo Flat,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-02,2022-05-02,2022-04-29,2022-04-28,"""Campus Directors & Educators"",""Communication"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-05 11:28:00,Green,2022-18
170,18,Tweed Heads,9,Promoter,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,2022-05-02,2022-05-02,2022-04-29,2022-04-27,"""Communication"",""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,None,,Blue,2022-18
171,2,Moe,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-05-02,2022-05-02,2022-04-29,2022-04-28,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-03 09:22:00,Red,2022-18
172,2,Traralgon,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-02,2022-05-02,2022-04-29,2022-04-26,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-03 09:23:00,Red,2022-18
173,9,Gisborne,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-02,2022-05-02,2022-04-29,2022-04-26,"""Curriculum & Programs""","""Accounts & Billing Interactions""",2022-05,2022,2022-Q2,Closed,2022-05-12 16:48:00,Blue,2022-18
174,21,Moranbah,9,Promoter,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2022-05-02,2022-05-02,2022-04-29,2022-04-26,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-03 10:41:00,Orange,2022-18
175,12,Yanchep,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-05-02,2022-05-02,2022-04-29,2022-04-26,"""Curriculum & Programs""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-02 20:49:00,Blue,2022-18
176,17,Currumbin,9,Promoter,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2022-05-02,2022-05-02,2022-04-29,2022-04-25,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-05,2022,2022-Q2,None,,Green,2022-18
177,9,Darwin,9,Promoter,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2022-05-01,2022-04-25,2022-04-27,2022-04-22,"""Campus Directors & Educators"",""Head Office Interactions""","""Campus Directors & Educators""",2022-05,2022,2022-Q2,Closed,2022-05-16 10:26:00,Blue,2022-17
178,8,Bli Bli,0,Detractor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2022-05-01,2022-04-25,2022-04-20,2022-04-14,"""App & Child Updates"",""Communication"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-05,2022,2022-Q2,Closed,2022-05-13 10:38:00,Green,2022-17
179,5,Ararat,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-05-01,2022-04-25,2022-04-27,2022-04-25,"""Campus Directors & Educators""",Nan,2022-05,2022,2022-Q2,Pending,2022-05-01 06:21:00,Green,2022-17
180,22,Kelso,8,Neutral,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2022-04-30,2022-04-25,2022-04-27,2022-04-25,"""Curriculum & Programs""",Nan,2022-04,2022,2022-Q2,None,,Green,2022-17
181,11,Moss Vale,9,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,2022-04-30,2022-04-25,2022-04-20,2022-04-13,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-04,2022,2022-Q2,None,,Blue,2022-17
